American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Italian,48,0.1,48,0.2
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Iu Mien,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Jamaican Creole English,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Japanese,347,0.8,51,0.2
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Kabuverdianu,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Kannada,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Karen languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Keres,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Khmer,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Kinyarwanda,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Konkani,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Korean,363,0.9,113,0.4
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Kru languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Kurdish,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Lao,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Latvian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Lithuanian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Macedonian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Malay,16,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Malayalam,18,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Manding languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Marathi,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Marshallese,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Min Nan Chinese,389,0.9,221,0.8
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Mongolian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Muskogean languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Navajo,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Nepali,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Nilo-Saharan languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Norwegian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Ojibwa,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Oromo,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Bantu languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Central and South American languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Eastern Malayo-Polynesian languages,21,0.1,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other English-based Creole languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Indo-European languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Indo-Iranian languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Mande languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Native North American languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Niger-Congo languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other Philippine languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other and unspecified languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other languages of Africa,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Other languages of Asia,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Pakistan N.E.C.,8,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Pashto,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Pennsylvania German,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Polish,241,0.6,108,0.4
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Portuguese,1,0,1,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Punjabi,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Romanian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Russian,231,0.6,210,0.8
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Samoan,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Serbian,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Serbocroatian,36,0.1,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Shona,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Sindhi,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Sinhala,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Slovak,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Somali,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Spanish,9848,23.5,7656,28.6
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Swahili,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Swedish,18,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Swiss German,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Tagalog,86,0.2,79,0.3
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Tamil,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Telugu,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Thai,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Tibetan,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Tigrinya,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Tongan,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Turkish,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Ukrainian,75,0.2,75,0.3
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Urdu,29,0.1,29,0.1
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Uto-Aztecan languages,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Uzbek,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Vietnamese,112,0.3,54,0.2
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Wolof,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Yiddish,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Yoruba,0,0,0,0
2015-2019,Manhattan,103,"Lower East Side, Chinatown",Zuni (2016 or earlier),0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Afrikaans,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Akan (incl. Twi),0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Albanian,15,0.2,15,0.3
2015-2019,Manhattan,104,"Chelsea, Clinton",Aleut languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Amharic,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Apache languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Arabic,111,1.3,102,1.9
2015-2019,Manhattan,104,"Chelsea, Clinton",Armenian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Bengali,129,1.5,106,2
2015-2019,Manhattan,104,"Chelsea, Clinton",Bosnian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Bulgarian,25,0.3,25,0.5
2015-2019,Manhattan,104,"Chelsea, Clinton",Burmese,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Cajun French,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Cebuano,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Chamorro,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Cherokee,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Chin languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton","Chinese (incl. Mandarin, Cantonese)",2760,31.5,1736,33.2
2015-2019,Manhattan,104,"Chelsea, Clinton",Chuukese,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Croatian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Czech,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Dakota languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Danish,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Dari,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Dutch,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Edoid languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Farsi,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Filipino,20,0.2,14,0.3
2015-2019,Manhattan,104,"Chelsea, Clinton",Finnish,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",French,125,1.4,89,1.7
2015-2019,Manhattan,104,"Chelsea, Clinton",Fulah,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Ga,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Ganda,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Gbe languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Georgian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",German,69,0.8,41,0.8
2015-2019,Manhattan,104,"Chelsea, Clinton",Greek,39,0.4,39,0.7
2015-2019,Manhattan,104,"Chelsea, Clinton",Gujarati,46,0.5,46,0.9
2015-2019,Manhattan,104,"Chelsea, Clinton",Haitian,93,1.1,87,1.7
2015-2019,Manhattan,104,"Chelsea, Clinton",Hausa,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Hawaiian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Hebrew,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Hindi,26,0.3,9,0.2
2015-2019,Manhattan,104,"Chelsea, Clinton",Hmong,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Hungarian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Igbo,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Ilocano,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",India N.E.C.,5,0.1,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Indonesian,20,0.2,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Irish,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Italian,141,1.6,77,1.5
2015-2019,Manhattan,104,"Chelsea, Clinton",Iu Mien,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Jamaican Creole English,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Japanese,703,8,83,1.6
2015-2019,Manhattan,104,"Chelsea, Clinton",Kabuverdianu,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Kannada,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Karen languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Keres,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Khmer,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Kinyarwanda,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Konkani,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Korean,489,5.6,140,2.7
2015-2019,Manhattan,104,"Chelsea, Clinton",Kru languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Kurdish,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Lao,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Latvian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Lithuanian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Macedonian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Malay,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Malayalam,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Manding languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Marathi,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Marshallese,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Min Nan Chinese,16,0.2,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Mongolian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Muskogean languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Navajo,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Nepali,7,0.1,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Nilo-Saharan languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Norwegian,25,0.3,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Ojibwa,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Oromo,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Afro-Asiatic languages,21,0.2,21,0.4
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Bantu languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Central and South American languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other English-based Creole languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Indo-European languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Indo-Iranian languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Mande languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Native North American languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Niger-Congo languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other Philippine languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other and unspecified languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other languages of Africa,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Other languages of Asia,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Pakistan N.E.C.,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Pashto,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Pennsylvania German,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Polish,35,0.4,35,0.7
2015-2019,Manhattan,104,"Chelsea, Clinton",Portuguese,85,1,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Punjabi,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Romanian,8,0.1,8,0.2
2015-2019,Manhattan,104,"Chelsea, Clinton",Russian,424,4.8,303,5.8
2015-2019,Manhattan,104,"Chelsea, Clinton",Samoan,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Serbian,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Serbocroatian,33,0.4,33,0.6
2015-2019,Manhattan,104,"Chelsea, Clinton",Shona,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Sindhi,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Sinhala,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Slovak,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Somali,105,1.2,105,2
2015-2019,Manhattan,104,"Chelsea, Clinton",Spanish,3054,34.9,2057,39.3
2015-2019,Manhattan,104,"Chelsea, Clinton",Swahili,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Swedish,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Swiss German,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Tagalog,39,0.4,19,0.4
2015-2019,Manhattan,104,"Chelsea, Clinton",Tamil,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Telugu,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Thai,34,0.4,9,0.2
2015-2019,Manhattan,104,"Chelsea, Clinton",Tibetan,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Tigrinya,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Tongan,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Turkish,14,0.2,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Ukrainian,21,0.2,21,0.4
2015-2019,Manhattan,104,"Chelsea, Clinton",Urdu,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Uto-Aztecan languages,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Uzbek,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Vietnamese,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Wolof,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Yiddish,15,0.2,15,0.3
2015-2019,Manhattan,104,"Chelsea, Clinton",Yoruba,0,0,0,0
2015-2019,Manhattan,104,"Chelsea, Clinton",Zuni (2016 or earlier),0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Afrikaans,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Akan (incl. Twi),0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Albanian,8,0.2,8,0.3
2015-2019,Manhattan,105,Midtown Business District,Aleut languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Amharic,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Apache languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Arabic,56,1.3,51,1.9
2015-2019,Manhattan,105,Midtown Business District,Armenian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Bengali,65,1.5,53,2
2015-2019,Manhattan,105,Midtown Business District,Bosnian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Bulgarian,13,0.3,13,0.5
2015-2019,Manhattan,105,Midtown Business District,Burmese,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Cajun French,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Cebuano,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Chamorro,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Cherokee,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Chin languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,"Chinese (incl. Mandarin, Cantonese)",1381,31.5,868,33.1
2015-2019,Manhattan,105,Midtown Business District,Chuukese,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Croatian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Czech,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Dakota languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Danish,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Dari,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Dutch,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Edoid languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Farsi,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Filipino,10,0.2,7,0.3
2015-2019,Manhattan,105,Midtown Business District,Finnish,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,French,62,1.4,45,1.7
2015-2019,Manhattan,105,Midtown Business District,Fulah,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Ga,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Ganda,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Gbe languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Georgian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,German,35,0.8,20,0.8
2015-2019,Manhattan,105,Midtown Business District,Greek,19,0.4,19,0.7
2015-2019,Manhattan,105,Midtown Business District,Gujarati,23,0.5,23,0.9
2015-2019,Manhattan,105,Midtown Business District,Haitian,47,1.1,44,1.7
2015-2019,Manhattan,105,Midtown Business District,Hausa,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Hawaiian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Hebrew,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Hindi,13,0.3,5,0.2
2015-2019,Manhattan,105,Midtown Business District,Hmong,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Hungarian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Igbo,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Ilocano,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,India N.E.C.,2,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Indonesian,10,0.2,0,0
2015-2019,Manhattan,105,Midtown Business District,Irish,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Italian,70,1.6,38,1.5
2015-2019,Manhattan,105,Midtown Business District,Iu Mien,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Jamaican Creole English,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Japanese,352,8,41,1.6
2015-2019,Manhattan,105,Midtown Business District,Kabuverdianu,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Kannada,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Karen languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Keres,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Khmer,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Kinyarwanda,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Konkani,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Korean,245,5.6,70,2.7
2015-2019,Manhattan,105,Midtown Business District,Kru languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Kurdish,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Lao,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Latvian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Lithuanian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Macedonian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Malay,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Malayalam,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Manding languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Marathi,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Marshallese,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Min Nan Chinese,8,0.2,0,0
2015-2019,Manhattan,105,Midtown Business District,Mongolian,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Muskogean languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Navajo,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Nepali,4,0.1,0,0
2015-2019,Manhattan,105,Midtown Business District,Nilo-Saharan languages,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Norwegian,12,0.3,0,0
2015-2019,Manhattan,105,Midtown Business District,Ojibwa,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Oromo,0,0,0,0
2015-2019,Manhattan,105,Midtown Business District,Other Afro-Asiatic languages,11,0.3,11,0.4
